SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,IsMale,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No
False,False,False,0.9295774647887324,True,True,True,True,True,True,True,True,True,0.9960199004975124,0.8983787214401107,True,True,False,True,False,True,False,False,False,False,True,False
True,True,False,0.647887323943662,True,True,False,False,True,False,True,True,False,0.8104477611940298,0.5456265866605123,False,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.16901408450704225,True,False,False,False,False,False,True,False,True,0.6333333333333334,0.11655896607431343,False,False,True,False,False,False,False,False,True,False,True,False
False,False,False,0.09859154929577464,False,False,True,False,False,False,False,False,True,0.12139303482587065,0.02396145857373644,True,True,True,False,False,False,False,True,False,True,False,False
False,True,False,0.6056338028169014,True,True,False,False,False,False,True,True,True,0.7746268656716417,0.5014193399492269,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.9859154929577465,True,True,True,False,False,False,True,False,True,0.4771144278606965,0.5393203323332564,False,True,False,True,False,False,False,True,False,True,False,False
True,True,False,0.323943661971831,True,True,False,True,True,False,True,True,True,0.8557213930348259,0.27868682206323564,True,True,True,False,False,False,False,True,False,False,True,False
True,False,False,0.19718309859154928,True,True,False,True,False,False,False,False,True,0.6164179104477612,0.13829333025617355,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.014925373134328358,0.0001096238172167089,False,False,True,False,False,False,False,True,False,False,False,True
True,False,False,0.014084507042253521,True,True,False,False,False,False,False,False,True,0.5407960199004974,0.015635818139856913,False,True,True,False,False,False,False,False,True,False,True,False
True,False,False,0.7605633802816901,True,True,True,True,True,True,True,True,True,0.9776119402985075,0.7343353334871914,False,True,True,False,False,False,False,True,False,False,True,False
True,False,False,0.9859154929577465,True,True,False,True,False,True,True,True,True,0.881094527363184,0.8774982690976229,False,True,False,False,True,False,False,True,False,False,True,False
False,True,True,0.6901408450704225,True,True,False,False,False,False,False,False,False,0.06666666666666667,0.1433937225940457,False,True,False,False,True,False,False,False,True,False,False,True
False,False,False,0.0,True,False,False,False,False,False,True,True,True,0.7064676616915423,0.008129471497807524,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.056338028169014086,True,False,False,False,False,False,False,False,True,0.009950248756218905,0.007760212324024925,False,True,True,False,False,False,False,False,True,False,False,True
False,False,False,0.9154929577464789,True,True,True,True,True,True,True,False,True,0.8587064676616916,0.7800888529886915,False,False,False,True,False,True,False,False,False,False,True,False
False,True,True,0.676056338028169,True,False,True,True,True,True,True,True,True,0.6860696517412935,0.49921532425571197,False,False,False,True,False,False,False,False,True,True,False,False
True,True,False,0.028169014084507043,False,False,False,True,False,False,False,False,True,0.12437810945273632,0.007390953150242326,False,False,True,False,False,False,False,True,False,True,False,False
False,True,True,0.9154929577464789,True,True,False,False,False,False,False,False,True,0.07412935323383084,0.19567851373182552,False,True,False,True,False,False,True,False,False,False,False,True
False,False,True,0.14084507042253522,True,True,False,False,False,False,False,True,False,0.6761194029850747,0.1009000692360951,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.38028169014084506,False,False,False,False,False,True,False,False,True,0.11791044776119404,0.09139741518578352,False,True,True,False,False,False,True,False,False,True,False,False
False,True,False,0.9014084507042254,True,True,True,True,True,False,True,False,True,0.8069651741293532,0.7302965612739442,False,True,False,False,True,False,False,True,False,False,True,False
False,False,False,0.8591549295774648,True,False,False,False,False,False,False,False,True,0.009452736318407953,0.12749249942303256,False,False,False,False,True,False,True,False,False,False,False,True
False,True,False,0.014084507042253521,True,False,False,False,False,False,False,False,False,0.01840796019900499,0.0028098315255019614,False,False,True,False,False,True,False,False,False,False,False,True
False,False,False,0.014084507042253521,True,False,False,False,False,False,False,False,False,0.020895522388059716,0.001880913916455112,False,False,True,False,False,False,True,False,False,False,False,True
False,True,True,0.7605633802816901,True,True,False,False,False,False,False,False,True,0.07363184079601989,0.15799676898222942,False,False,False,False,True,False,True,False,False,False,False,True
True,True,False,0.5633802816901409,True,False,False,True,False,False,True,True,True,0.7592039800995024,0.4422628663743364,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.22535211267605634,True,True,True,False,True,False,True,True,True,0.8552238805970149,0.19901915531963998,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.4084507042253521,True,False,False,False,False,True,True,True,True,0.7577114427860697,0.30225017309023766,False,False,False,True,False,True,False,False,False,False,True,False
False,False,False,0.22535211267605634,True,False,True,True,False,False,False,False,False,0.3766169154228856,0.10710246942072468,False,True,False,True,False,False,False,False,True,True,False,False
False,True,True,0.2112676056338028,True,False,True,True,False,True,False,True,False,0.4975124378109453,0.12647703669513038,False,False,False,False,True,True,False,False,False,True,False,False
False,False,False,1.0,True,True,False,False,False,False,False,False,False,0.06467661691542288,0.20295407339026078,False,True,False,False,True,True,False,False,False,False,False,True
False,False,False,0.11267605633802817,True,True,False,False,False,False,False,False,True,0.5771144278606966,0.07685783521809371,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.0,True,False,False,True,False,False,False,False,False,0.5582089552238806,0.006410108469882298,False,False,True,False,False,False,False,True,False,False,True,False
False,False,True,0.30985915492957744,True,False,False,True,False,True,False,False,False,0.3572139303482587,0.14927879067620586,False,True,True,False,False,False,False,True,False,True,False,False
False,False,True,0.09859154929577464,True,False,False,False,False,False,False,False,False,0.01194029850746268,0.016201246249711514,False,True,True,False,False,True,False,False,False,False,False,True
False,True,True,0.2535211267605634,False,False,True,True,False,False,False,False,True,0.16616915422885575,0.06824371105469652,False,True,True,False,False,False,False,False,True,True,False,False
False,False,False,0.08450704225352113,True,True,True,False,False,False,False,False,True,0.3522388059701492,0.04448996076621279,False,False,True,False,False,False,False,True,False,True,False,False
True,False,False,0.0,True,False,False,False,False,False,False,False,True,0.5114427860696518,0.005867759058389108,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.8450704225352113,True,True,True,False,True,False,True,True,False,0.8532338308457711,0.7321313177936764,False,True,False,True,False,False,False,True,False,False,True,False
False,True,False,0.7887323943661971,True,False,True,True,False,True,True,False,True,0.5184079601990049,0.4737883683360258,False,False,False,False,True,False,True,False,False,True,False,False
False,False,False,0.11267605633802817,True,False,False,False,False,False,False,True,True,0.6223880597014925,0.08011770136164321,True,True,True,False,False,False,False,True,False,False,True,False
False,False,True,0.19718309859154928,True,False,True,False,True,False,False,True,False,0.4636815920398009,0.10754096468959151,False,True,False,True,False,False,False,False,True,True,False,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.013930348258706454,9.808446803600252e-05,False,False,True,False,False,False,False,False,True,False,False,True
False,True,False,0.15492957746478872,True,False,False,False,False,False,False,False,False,0.2751243781094527,0.05621393953381029,False,False,True,False,False,True,False,False,False,True,False,False
False,False,False,0.7464788732394366,True,False,False,False,False,False,False,False,False,0.017412935323383085,0.13049273021001617,False,True,False,False,True,False,False,False,True,False,False,True
False,True,True,0.04225352112676056,True,False,False,False,False,False,False,False,False,0.2641791044776119,0.017407108239095314,False,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.08450704225352113,True,False,False,False,False,False,True,False,True,0.617412935323383,0.05860835448880684,True,False,True,False,False,False,False,False,True,False,True,False
False,True,False,0.2676056338028169,True,False,False,False,False,False,False,False,False,0.020895522388059716,0.04319755365797369,False,False,False,True,False,False,False,False,True,False,False,True
False,False,True,0.352112676056338,False,False,True,False,False,True,False,True,False,0.2741293532338308,0.13018693745672744,False,False,True,False,False,False,False,False,True,True,False,False
True,True,False,0.49295774647887325,True,True,False,False,False,False,False,True,True,0.6552238805970149,0.346503577198246,True,True,True,False,False,False,False,True,False,False,True,False
False,True,False,0.7323943661971831,True,True,False,True,True,True,True,True,True,0.9024875621890548,0.6576736672051696,False,False,False,True,False,True,False,False,False,False,True,False
False,False,False,0.028169014084507043,True,False,False,False,False,True,True,True,True,0.5084577114427861,0.01991114701130856,True,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.9436619718309859,False,False,True,True,True,True,True,True,False,0.4587064676616915,0.5216708977613663,False,False,False,False,True,False,True,False,False,True,False,False
False,True,True,1.0,True,True,True,True,True,True,True,True,True,0.7218905472636815,0.7360720055388876,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.15492957746478872,True,True,False,False,False,False,False,False,False,0.06666666666666667,0.030186937456727438,False,True,False,True,False,False,True,False,False,False,False,True
True,True,True,0.4647887323943662,True,True,False,True,False,False,False,False,True,0.6104477611940298,0.31150473113316407,True,False,True,False,False,False,False,False,True,False,True,False
False,True,False,0.9436619718309859,True,True,True,True,False,False,False,False,True,0.6611940298507463,0.6568486037387491,False,False,False,False,True,True,False,False,False,False,True,False
False,False,True,0.6901408450704225,True,False,True,False,True,True,True,False,True,0.5228855721393034,0.3991864758827602,False,False,False,True,False,False,True,False,False,True,False,False
True,False,False,0.0,False,False,False,False,False,False,True,False,True,0.1810945273631841,0.002036695130394646,True,False,True,False,False,False,False,True,False,True,False,False
True,False,False,0.5633802816901409,True,True,False,True,True,False,True,True,True,0.8572139303482588,0.4748615278098315,False,False,True,False,False,False,False,True,False,False,True,False
True,True,False,0.4084507042253521,True,True,False,False,False,True,True,True,True,0.8283582089552238,0.3345084237249019,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.0,True,True,False,True,False,False,False,False,False,0.3587064676616915,0.004096468959150704,False,True,True,False,False,False,False,True,False,True,False,False
True,True,True,0.39436619718309857,True,True,False,False,True,False,True,True,True,0.8527363184079603,0.3399492268636049,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.30985915492957744,True,True,True,True,True,True,True,True,True,0.7248756218905472,0.2515001153934918,False,False,False,False,True,False,True,False,False,True,False,False
False,False,True,0.8309859154929577,True,False,False,False,False,False,False,False,False,0.016915422885572132,0.1351373182552504,False,True,False,False,True,False,False,False,True,False,False,True
False,True,False,1.0,True,True,False,False,False,False,False,False,False,0.08159203980099501,0.2187514424186476,False,False,False,False,True,False,True,False,False,False,False,True
False,False,True,0.29577464788732394,True,False,False,True,True,False,True,False,True,0.7079601990049752,0.228790676205862,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,1.0,True,False,True,True,True,True,True,False,True,0.5656716417910447,0.613610662358643,False,True,False,False,True,True,False,False,False,True,False,False
True,False,False,0.9154929577464789,True,True,False,True,True,False,True,True,False,0.8940298507462686,0.8331179321486268,False,False,False,True,False,True,False,False,False,False,True,False
False,True,False,1.0,True,True,False,True,True,True,True,True,True,0.9144278606965175,0.9208400646203554,False,False,False,False,True,False,False,True,False,False,True,False
True,True,False,0.647887323943662,True,True,True,False,False,False,False,False,False,0.617910447761194,0.43930879298407566,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.704225352112676,True,True,False,True,True,True,True,True,True,0.927860696517413,0.655948534502654,False,False,False,True,False,False,False,True,False,False,True,False
False,True,True,0.971830985915493,True,True,False,True,True,False,True,True,True,0.8781094527363185,0.8513962612508654,False,False,False,True,False,False,False,True,False,False,True,False
False,False,False,0.11267605633802817,True,False,False,False,False,False,False,False,True,0.01641791044776118,0.016824371105469648,False,True,False,True,False,False,False,True,False,False,False,True
False,True,True,0.8169014084507042,True,True,True,True,False,True,True,True,True,0.9238805970149253,0.7542580198476806,False,True,False,False,True,False,False,False,True,False,True,False
False,False,True,0.028169014084507043,True,False,False,False,False,True,True,True,False,0.5218905472636817,0.02386914378029079,False,True,True,False,False,False,False,False,True,True,False,False
True,True,False,0.5211267605633803,False,False,False,False,False,False,False,False,True,0.06567164179104479,0.10811793214862682,False,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.5070422535211268,True,True,True,True,True,False,False,False,False,0.7258706467661692,0.38812600969305333,False,False,True,False,False,True,False,False,False,False,True,False
False,False,False,0.5070422535211268,True,False,True,True,True,True,False,False,False,0.4711442786069651,0.26482806369720746,False,True,False,False,True,True,False,False,False,True,False,False
True,True,False,0.323943661971831,False,False,False,False,True,False,False,True,True,0.22288557213930346,0.10552734825755827,True,False,True,False,False,False,True,False,False,True,False,False
False,True,True,0.18309859154929578,True,False,True,True,False,True,False,False,False,0.40995024875621894,0.08793561043157166,False,False,True,False,False,True,False,False,False,True,False,False
False,True,False,1.0,True,True,True,True,False,True,True,True,True,0.9124378109452737,0.9039464574198015,False,True,False,False,True,False,True,False,False,False,True,False
False,True,False,0.7323943661971831,False,False,False,True,True,True,True,True,True,0.41990049751243785,0.36527232864066467,True,True,False,True,False,False,False,True,False,True,False,False
False,True,False,0.09859154929577464,True,True,False,False,False,False,False,True,True,0.6631840796019901,0.08610085391183939,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,1.0,False,False,True,True,True,False,False,False,False,0.20149253731343283,0.31666282021693976,False,True,False,False,True,False,True,False,False,True,False,False
True,True,False,0.22535211267605634,True,True,False,False,False,False,True,True,True,0.7393034825870647,0.1841564735748904,False,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.014084507042253521,True,False,False,True,False,False,False,False,True,0.5502487562189055,0.01460881606277406,True,False,True,False,False,True,False,False,False,False,True,False
False,True,False,0.09859154929577464,True,False,False,False,False,False,False,False,False,0.018905472636815905,0.015860835448880683,True,False,True,False,False,True,False,False,False,False,False,True
False,True,False,0.6619718309859155,False,False,False,True,True,False,False,False,False,0.163681592039801,0.18297945995845835,True,False,False,True,False,False,False,False,True,True,False,False
False,False,False,0.1267605633802817,True,True,False,False,False,False,False,False,True,0.06218905472636816,0.02900415416570505,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.02338308457711444,0.00020770828525271183,False,True,True,False,False,False,False,False,True,False,False,True
False,False,False,0.39436619718309857,True,False,True,False,True,True,False,False,False,0.39552238805970147,0.19798061389337643,False,False,False,True,False,False,True,False,False,True,False,False
True,True,True,0.9014084507042254,True,True,False,True,True,False,True,True,True,0.8875621890547264,0.8110662358642973,False,False,False,True,False,False,False,True,False,False,True,False
False,False,False,0.09859154929577464,True,True,True,True,True,False,False,False,True,0.4701492537313433,0.06396838218324487,False,False,True,False,False,True,False,False,False,True,False,False
False,True,False,0.8450704225352113,True,True,False,False,False,False,False,False,False,0.07164179104477611,0.17537502884837294,False,True,False,False,True,True,False,False,False,False,False,True
True,False,False,0.6197183098591549,True,True,False,False,True,False,True,True,True,0.8149253731343284,0.5124624971151627,False,False,False,True,False,True,False,False,False,False,True,False
False,True,True,1.0,True,True,False,True,True,False,True,True,True,0.8577114427860697,0.8585506577429033,False,True,False,True,False,False,True,False,False,False,True,False
False,True,True,0.15492957746478872,True,False,False,False,False,False,False,False,True,0.02885572139303481,0.03314678052157858,False,True,True,False,False,False,False,True,False,False,False,True
False,False,False,0.08450704225352113,True,True,False,False,False,False,True,True,False,0.7756218905472637,0.07164781906300485,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.11267605633802817,True,False,False,False,False,False,False,False,True,0.2601990049751244,0.038004846526655894,False,True,True,False,False,False,False,False,True,True,False,False
True,True,False,0.5915492957746479,True,True,False,False,True,True,True,True,True,0.8885572139303483,0.521013154858066,True,False,False,True,False,False,False,True,False,False,True,False
False,True,True,0.8028169014084507,True,True,False,False,True,True,False,True,False,0.7572139303482587,0.6398396030463881,False,True,False,False,True,True,False,False,False,False,True,False
True,True,False,0.2112676056338028,True,True,False,False,True,False,True,True,True,0.8009950248756219,0.18102354027232864,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.014084507042253521,True,False,False,False,False,False,False,False,False,0.020398009950248763,0.0024751903992614815,False,True,True,False,False,False,False,False,True,False,False,True
False,True,False,0.09859154929577464,True,False,False,True,True,False,True,True,False,0.8248756218905473,0.09509577659819986,True,False,True,False,False,False,False,True,False,False,True,False
False,True,False,0.5492957746478874,True,True,True,False,True,False,True,True,False,0.8706467661691543,0.4857777521347796,False,False,False,True,False,True,False,False,False,False,True,False
False,False,False,0.11267605633802817,True,True,True,False,False,False,False,False,True,0.6258706467661692,0.08835102700207709,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.5633802816901409,True,False,False,True,False,True,True,False,True,0.7094527363184079,0.428219478421417,False,True,False,True,False,False,False,True,False,False,True,False
False,False,False,0.352112676056338,True,False,False,True,True,False,False,False,True,0.36318407960199006,0.1601777059773829,False,False,True,False,False,False,True,False,False,True,False,False
False,True,False,0.4507042253521127,True,False,False,True,False,True,False,False,True,0.35323383084577115,0.21215093468728363,False,False,False,True,False,False,True,False,False,True,False,False
False,True,True,0.9436619718309859,True,False,False,True,True,True,True,True,False,0.8706467661691543,0.8427994461112394,False,True,False,True,False,False,True,False,False,False,True,False
True,True,False,0.9014084507042254,True,False,False,True,True,True,True,True,True,0.871641791044776,0.7739095315024233,False,False,False,False,True,False,True,False,False,False,True,False
False,False,False,0.7605633802816901,True,False,False,True,False,True,False,True,True,0.45721393034825875,0.41639741518578355,False,True,False,True,False,False,False,True,False,True,False,False
False,False,False,0.2676056338028169,True,True,False,False,True,False,True,False,True,0.7009950248756219,0.20109046849757675,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.2535211267605634,True,False,False,False,False,True,False,True,True,0.691044776119403,0.19699399953842606,False,True,False,True,False,False,True,False,False,False,True,False
False,False,False,0.6197183098591549,True,True,False,False,True,False,False,True,True,0.7069651741293532,0.4815774290330025,False,False,True,False,False,False,True,False,False,False,True,False
False,True,True,0.971830985915493,True,False,False,False,False,False,False,False,True,0.018905472636815905,0.16067389799215326,False,False,False,False,True,False,True,False,False,False,False,True
False,False,False,0.014084507042253521,True,False,False,False,False,False,True,False,True,0.6119402985074627,0.016812831756288945,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.36619718309859156,True,True,False,False,False,False,True,True,True,0.7592039800995024,0.31223171013154855,True,False,True,False,False,False,False,False,True,False,True,False
False,True,False,0.15492957746478872,True,False,False,False,False,False,False,False,True,0.017910447761194038,0.028357950611585508,False,False,False,False,True,False,False,True,False,False,False,True
False,False,True,1.0,False,False,True,True,True,True,True,True,False,0.48706467661691544,0.5369143780290792,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.15492957746478872,True,True,False,False,False,False,True,True,False,0.7592039800995024,0.13325063466420495,False,True,True,False,False,False,False,True,False,False,True,False
True,False,False,0.056338028169014086,True,False,False,False,False,False,False,False,True,0.5054726368159204,0.034583429494576504,True,False,True,False,False,False,False,False,True,False,True,False
True,True,False,0.9859154929577465,True,True,True,True,True,False,True,True,True,0.8880597014925373,0.8879240710823909,False,True,True,False,False,False,False,True,False,False,True,False
True,False,False,0.4788732394366197,True,False,False,False,True,True,True,True,True,0.5447761194029851,0.28299676898222936,False,True,False,True,False,False,False,True,False,True,False,False
False,True,True,0.971830985915493,True,True,True,True,True,True,True,True,False,0.9601990049751243,0.9027809831525502,False,True,False,False,True,False,True,False,False,False,True,False
False,False,False,0.4225352112676056,True,True,False,False,False,False,False,False,True,0.5751243781094527,0.25490422340180013,False,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.7183098591549296,True,True,False,False,True,True,False,True,True,0.7761194029850746,0.5736729748442188,True,True,False,False,True,True,False,False,False,False,True,False
True,False,False,0.5070422535211268,True,True,False,False,True,False,True,True,True,0.8243781094527363,0.429869605354258,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.9577464788732394,True,True,False,True,False,True,True,True,True,0.8601990049751244,0.831012000923148,True,True,False,True,False,True,False,False,False,False,True,False
True,True,False,0.4084507042253521,True,True,False,False,False,False,False,False,False,0.5935323383084578,0.2691726286637433,False,True,True,False,False,False,False,False,True,False,True,False
False,False,False,0.4507042253521127,True,True,True,False,False,False,False,True,True,0.7203980099502488,0.34281098546042,False,False,True,False,False,False,False,True,False,False,True,False
True,True,False,0.7464788732394366,True,True,False,True,True,True,True,True,True,0.9174129353233831,0.6991633971843988,False,True,False,False,True,False,False,True,False,False,True,False
False,False,False,0.8169014084507042,True,True,True,False,False,True,False,True,False,0.5019900497512438,0.46759173782598656,False,False,False,True,False,True,False,False,False,True,False,False
True,False,False,0.7605633802816901,False,False,True,True,False,False,True,False,True,0.2646766169154229,0.2838968382183245,False,True,True,False,False,False,False,True,False,True,False,False
True,True,False,0.9577464788732394,False,False,False,False,True,False,False,False,True,0.11492537313432837,0.24411493191783984,False,True,False,True,False,False,True,False,False,True,False,False
False,False,False,0.9154929577464789,True,True,False,True,False,False,True,False,True,0.7029850746268658,0.6902030925455804,False,False,False,True,False,True,False,False,False,False,True,False
False,True,True,0.5070422535211268,True,False,True,False,True,True,False,False,True,0.40298507462686567,0.2520540041541657,False,True,False,True,False,False,False,False,True,True,False,False
True,True,False,0.11267605633802817,True,False,False,False,False,False,False,False,False,0.01592039800995026,0.01896492037849065,False,True,False,True,False,False,True,False,False,False,False,True
False,True,True,0.9577464788732394,True,True,True,False,True,True,True,True,False,0.6830845771144279,0.7125894299561505,False,True,False,False,True,True,False,False,False,True,False,False
False,False,False,0.1267605633802817,True,False,False,True,False,False,True,False,True,0.41194029850746267,0.07156127394414956,False,True,True,False,False,False,False,False,True,True,False,False
False,False,True,0.5492957746478874,True,False,True,True,False,False,False,False,True,0.3681592039800995,0.2446803600276944,True,True,True,False,False,False,False,False,True,True,False,False
False,False,True,0.16901408450704225,True,False,False,False,False,False,True,True,False,0.47910447761194036,0.09380913916455112,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.07042253521126761,True,True,False,True,False,False,True,False,True,0.7149253731343284,0.05798522963304869,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.9577464788732394,True,False,False,False,False,False,False,False,False,0.018905472636815905,0.15216939764597276,False,False,False,False,True,True,False,False,False,False,False,True
True,True,False,0.9154929577464789,True,True,False,True,True,True,True,True,True,0.8940298507462686,0.8265808908377567,False,False,False,True,False,False,True,False,False,False,True,False
False,False,False,0.14084507042253522,True,True,False,False,True,False,False,False,False,0.35323383084577115,0.06798984537272099,True,True,True,False,False,False,False,True,False,True,False,False
False,True,True,0.6338028169014085,True,False,True,False,True,True,False,False,False,0.3845771144278607,0.29324948072928686,False,True,False,True,False,False,False,False,True,True,False,False
False,False,False,0.07042253521126761,True,False,False,False,False,False,True,True,False,0.7069651741293532,0.0644818832217863,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.7746478873239436,True,True,True,False,True,True,True,True,True,0.9089552238805969,0.6847680590814678,False,False,True,False,False,False,False,False,True,False,True,False
False,True,True,0.971830985915493,True,True,False,False,False,False,False,False,False,0.06865671641791044,0.20440226171243944,False,True,False,False,True,False,True,False,False,False,False,True
False,True,True,0.4507042253521127,True,True,False,False,True,True,True,True,True,0.6059701492537314,0.28993768751442417,False,False,False,True,False,False,False,True,False,True,False,False
False,True,True,1.0,True,True,True,True,False,True,False,False,False,0.48258706467661694,0.5471382414031849,False,False,False,False,True,False,True,False,False,True,False,False
False,True,False,0.028169014084507043,True,True,False,False,False,False,True,True,True,0.7656716417910449,0.03162358642972536,True,False,True,False,False,False,False,True,False,False,True,False
False,False,True,0.2535211267605634,True,False,False,False,False,True,False,False,False,0.30398009950248756,0.10787560581583198,False,False,True,False,False,False,False,False,True,True,False,False
True,False,False,0.056338028169014086,False,False,False,False,False,False,True,True,False,0.273134328358209,0.020678513731825523,True,False,True,False,False,False,False,True,False,True,False,False
False,True,False,0.9859154929577465,True,False,False,True,True,True,True,True,True,0.6213930348258707,0.6561562427879067,False,False,False,False,True,False,True,False,False,True,False,False
False,True,False,0.09859154929577464,True,False,True,False,False,False,False,False,True,0.5597014925373134,0.0682090930071544,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.02288557213930349,0.00020193861066235866,False,True,True,False,False,False,True,False,False,False,False,True
False,False,False,0.0,True,False,False,False,False,False,True,False,True,0.6109452736318408,0.007021693976459729,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.8450704225352113,True,True,True,True,True,True,True,True,True,0.963681592039801,0.8048522963304869,False,False,False,True,False,False,False,False,True,False,True,False
False,True,True,0.9859154929577465,False,False,True,True,False,True,True,True,False,0.41243781094527365,0.47355758135241166,False,False,False,False,True,True,False,False,False,True,False,False
False,True,False,0.9436619718309859,True,True,False,True,True,False,False,False,False,0.6786069651741293,0.6628375259635356,False,False,False,True,False,False,True,False,False,False,True,False
False,False,False,0.6338028169014085,False,False,False,False,True,True,False,False,False,0.15373134328358212,0.17528848372951766,False,True,False,True,False,False,True,False,False,True,False,False
False,False,False,0.4507042253521127,True,True,True,False,False,False,False,False,False,0.6154228855721392,0.29823447957535193,False,True,False,True,False,True,False,False,False,False,True,False
False,True,True,0.7323943661971831,True,True,True,True,True,True,False,True,True,0.853731343283582,0.6401569351488575,False,False,False,False,True,True,False,False,False,False,True,False
True,True,False,0.6901408450704225,True,True,True,True,True,False,True,True,False,0.900497512437811,0.6246365105008077,False,False,True,False,False,True,False,False,False,False,True,False
False,False,False,0.7887323943661971,False,False,True,False,True,True,False,False,True,0.22736318407960202,0.25841795522732514,False,False,False,True,False,False,True,False,False,True,False,False
False,True,True,0.7464788732394366,True,False,False,False,False,False,False,False,True,0.020895522388059716,0.1238806831294715,False,False,False,False,True,True,False,False,False,False,False,True
True,True,False,0.8309859154929577,True,True,False,True,True,False,True,True,True,0.8721393034825872,0.7364931917839833,False,False,True,False,False,False,False,True,False,False,True,False
True,True,False,0.38028169014084506,True,True,False,False,False,True,True,True,True,0.8263681592039801,0.3223401800138472,True,False,True,False,False,False,True,False,False,False,True,False
False,True,True,0.0,True,False,False,False,False,False,True,False,True,0.6149253731343284,0.0070678513731825526,True,False,True,False,False,False,False,False,True,False,True,False
False,True,True,0.39436619718309857,True,True,False,False,True,False,False,True,True,0.7059701492537314,0.30920263097161316,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.1267605633802817,True,False,False,True,False,True,False,True,True,0.4701492537313433,0.06901684744980384,False,False,True,False,False,False,False,True,False,True,False,False
False,False,True,0.5915492957746479,False,False,True,True,True,False,False,False,True,0.22089552238805973,0.21856104315716593,False,True,True,False,False,False,False,True,False,True,False,False
True,True,False,0.16901408450704225,True,False,False,False,False,False,False,False,False,0.5194029850746269,0.09581121624740366,False,True,True,False,False,True,False,False,False,False,True,False
False,True,False,0.5915492957746479,True,False,True,False,True,True,True,True,True,0.6024875621890547,0.39712670205400413,False,False,False,False,True,False,False,True,False,True,False,False
False,True,True,0.2535211267605634,True,True,False,False,False,False,False,True,True,0.6507462686567165,0.1669686129702285,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.0,True,False,False,False,False,False,True,True,True,0.7149253731343284,0.008227555965843526,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.9577464788732394,True,False,True,False,True,True,True,True,True,0.6388059701492538,0.6388760673897992,False,False,False,False,True,False,True,False,False,True,False,False
False,True,False,0.8450704225352113,True,False,False,False,False,False,False,False,False,0.01990049751243781,0.14539579967689822,False,False,False,False,True,False,True,False,False,False,False,True
False,True,False,0.5915492957746479,True,True,True,True,False,True,False,False,False,0.47761194029850745,0.33331987075928915,False,True,True,False,False,True,False,False,False,True,False,False
False,True,False,0.07042253521126761,True,False,False,False,False,False,False,False,False,0.012437810945273632,0.014712670205400418,True,False,True,False,False,True,False,False,False,False,False,True
False,False,False,0.0,True,False,False,False,False,True,False,False,False,0.3283582089552239,0.003744518809139165,True,True,True,False,False,False,False,False,True,True,False,False
